type,zavid,matzavid,maticna,region,municipality,name,address,post,post.office,openstreetmap,slid,phone,fax,email,website,geo.lat,geo.lon
OS,816,472,5087660002,mb,Oplotnica,"Osnovna šola Pohorskega bataljona Oplotnica, Podružnična šola Prihova",Prihova 1,2317,Oplotnica,,,02 801 95 16,,tajnistvo-os.prihova@guest.arnes.si,http://www.osoplotnica.si/,46.37077,15.48717
OS,1233,1233,5900026000,mb,Ormož,Osnovna šola Ivanjkovci,Ivanjkovci 71 A,2259,Ivanjkovci,https://www.openstreetmap.org/way/374852054,,02 713 80 46,02 713 80 47,o-ivanjkovci.mb@guest.arnes.si,http://www.os-ivanjkovci.si,46.46153,16.15441
OS,394,394,5089158000,mb,Ormož,Osnovna šola Miklavž pri Ormožu,Miklavž pri Ormožu 29,2275,Miklavž pri Ormožu,,,02 741 63 51,02 741 63 55,osmbmi1s@guest.arnes.si,http://www.os-miklavz.si/,46.45796,16.21383
OS,3521,394,5089158002,mb,Ormož,Osnovna šola Miklavž pri Ormožu Podružnica Kog,Kog 1,2276,Kog,,,02 719 61 60,,vlado.hebar@guest.arnes.si,,46.45581,16.25461
OS,390,390,5089875000,mb,Ormož,Osnovna šola Ormož,Hardek 5,2270,Ormož,https://www.openstreetmap.org/way/334837193,,02 741 55 20,02 741 55 30,os.ormoz@guest.arnes.si,http://www.osormoz.si/,46.41039,16.15319
OS,393,393,5090148000,mb,Ormož,Osnovna šola Velika Nedelja,Velika Nedelja 13,2274,Velika Nedelja,https://www.openstreetmap.org/way/335753632,,02 713 62 00,02 713 62 05,o-vn.mb@guest.arnes.si,http://www.o-vn.mb.edus.si,46.41995,16.11013
OS,748,393,5090148001,mb,Ormož,"Osnovna šola Velika Nedelja, Podružnica Podgorci",Podgorci 81,2273,Podgorci,,87061,02 719 21 06,,boris.skok@guest.arnes.si,,46.42953,16.05770
OS,1026,393,5083095001,nm,Osilnica,Osnovna šola Fara Podružnica Osilnica,Osilnica 11,1337,Osilnica,,,01 894 21 60,,os.fara@guest.arnes.si,http://www2.arnes.si/~osfara/index.htm,45.52906,14.69891
OS,587,587,5088836000,mb,Pesnica,Osnovna šola Jakobski Dol,Spodnji Jakobski Dol 4,2222,Jakobski dol,,,02 729 58 00,02 729 58 02,zdenka.ekselenski@osjakobskidol.si,http://www2.arnes.si/~ojakobskidolmb/,46.62775,15.73640
OS,586,586,5088844000,mb,Pesnica,Osnovna šola Jarenina,Jareninski Dol 26,2221,Jarenina,https://www.openstreetmap.org/way/712704190,,02 640 74 00,02 640 74 01,os.mb-jarenina@guest.arnes.si,http://www2.arnes.si/~osmbjare2/,46.62851,15.69795
OS,583,583,5085128000,mb,Pesnica,Osnovna šola Pesnica,Pesnica pri Mariboru 44,2211,Pesnica pri Mariboru,https://www.openstreetmap.org/way/712704190,,02 654 42 00,02 654 42 03,info@ospesnica.si,,46.60911,15.67482
OS,902,583,5085128001,mb,Pesnica,"Osnovna šola Pesnica, Podružnična osnovna šola Pernica",Pernica 2,2231,Pernica,,,02 640 36 11,,info@ospesnica.si,,46.58004,15.72826
OS,399,399,5090075000,kp,Piran,Osnovna šola Cirila Kosmača Piran,Oljčna pot 24,6330,Piran - Pirano,https://www.openstreetmap.org/way/756065391,,"05 673 11 55, 05 673 11 54",05 673 11 52,os-ciril.kosmac@guest.arnes.si,http://www.o-ckpiran.kp.edus.si,45.52561,13.57163
OS,753,399,5090075001,kp,Piran,"Osnovna šola Cirila Kosmača Piran, Podružnična šola Portorož",Sončna pot 20 B,6320,Portorož - Portorose,,,,,,,45.51603,13.58390
OS,396,396,5089174000,kp,Piran,Osnovna šola Lucija,Fazan 1,6320,Portorož - Portorose,https://www.openstreetmap.org/way/366017996,,"05 677 12 34, 05 677 18 46",05 677 09 87,info@oslucija.si,http://www.oslucija.si/,45.50642,13.60720
OS,752,396,5089174001,kp,Piran,"Osnovna šola Lucija, Podružnična šola Strunjan",Strunjan 32,6320,Portorož - Portorose,,,05 678 21 31,,Katja.Arzensek@guest.arnes.si,,45.52589,13.61198
OS,400,400,5086876000,kp,Piran,Osnovna šola Sečovlje,Sečovlje 78,6333,Sečovlje - Sicciole,https://www.openstreetmap.org/way/284836109,,05 671 26 00,05 671 26 12,tajnistvo@ossecovlje.si,http://www.ossecovlje.si,45.47658,13.62867
OS,754,400,5086876001,kp,Piran,"Osnovna šola Sečovlje, Podružnična šola Sveti Peter",Sv. Peter 13,6333,Sečovlje - Sicciole,,,05 672 50 34,05 672 03 72,uprava@os-secovlje.net,,45.47119,13.68426
OS,398,398,5086442000,kp,Piran,Osnovna šola Vincenzo e Diego de Castro Piran,Vojkova ulica 1,6330,Piran - Pirano,https://www.openstreetmap.org/node/3370899553,,05 671 37 40,05 671 37 41,decastro@siol.net,,45.52744,13.56823
OS,749,398,5086442001,kp,Piran,"Osnovna šola Vincenzo e Diego de Castro Piran, Podružnična šola Lucija",Fazan 3 A,6320,Portorož - Portorose,,,05 677 18 49,05 673 18 49,,,45.50587,13.60794
OS,751,398,5086442006,kp,Piran,"Osnovna šola Vincenzo e Diego de Castro Piran, Podružnična šola Sečovlje",Sečovlje 79,6333,Sečovlje - Sicciole,,90030,05 672 23 33,05 672 23 33,,,45.47644,13.62926
OS,404,404,5086922000,po,Pivka,Osnovna šola Košana,Dolnja Košana 61,6256,Košana,https://www.openstreetmap.org/way/368952345,,05 721 83 90,05 721 83 99,o-kosana.po@guest.arnes.si,,45.66530,14.12702
OS,405,405,5089212000,po,Pivka,Osnovna šola Pivka,Prečna ulica 3,6257,Pivka,https://www.openstreetmap.org/way/359817279,,05 757 04 80,05 757 04 81,os.pivka@guest.arnes.si,http://www2.arnes.si/~ospivka,45.68385,14.19357
OS,755,405,5089212001,po,Pivka,Osnovna šola Pivka Podružnična šola Šmihel,Šmihel 3,6257,Pivka,,,05 753 05 05,05 757 04 81,os.pivka@guest.arnes.si,http://www2.arnes.si/~ospivka,45.65318,14.16682
OS,501,501,5087945000,ce,Podčetrtek,Osnovna šola Podčetrtek,Trška cesta 66,3254,Podčetrtek,https://www.openstreetmap.org/way/561222705,,03 818 33 20,03 818 33 45,group1.oscepo@guest.arnes.si,http://www.os-podcetrtek.si/,46.15702,15.59796
OS,785,501,5087945001,ce,Podčetrtek,"Osnovna šola Podčetrtek, Podružnična osnovna šola Pristava pri Mestinju",Pristava pri Mestinju 27,3253,Pristava pri Mestinju,,92011,03 818 33 62,,darko.pepevnik@guest.arnes.si,,46.19233,15.59892
OS,420,420,5087112000,mb,Podlehnik,Osnovna šola Podlehnik,Podlehnik 7 A,2286,Podlehnik,,172010,02 795 31 00,02 795 31 05,os-mk.podlehnik@guest.arnes.si,http://www.sola-podlehnik.si/,46.33571,15.88057
OS,427,427,5089816000,sg,Podvelka,Osnovna šola Brezno - Podvelka,Brezno 78,2363,Podvelka,https://www.openstreetmap.org/node/3039079044,,02 887 97 00,02 887 97 15,os.brezno-podvelka@guest.arnes.si,,46.59305,15.31819
OS,772,427,5089816005,sg,Podvelka,Osnovna šola Brezno - Podvelka Podružnica Kapla na Kozjaku,Spodnja Kapla 2,2362,Kapla,,,02 887 97 19,02 887 97 15,,,46.63685,15.37610
OS,770,427,5089816001,sg,Podvelka,Osnovna šola Brezno - Podvelka Podružnica Lehen na Pohorju,Lehen na Pohorju 49,2363,Podvelka,,,02 887 97 22,02 887 97 15,,,46.55265,15.32797
OS,475,475,5087678000,mb,Poljčane,Osnovna šola Kajetana Koviča Poljčane,Dravinjska cesta 26,2319,Poljčane,https://www.openstreetmap.org/way/841720865,113070,02 829 58 10,02 829 58 12,o-poljcane.mb@guest.arnes.si,http://www.ospoljcane.si/,46.31155,15.58101
OS,551,551,5088500000,ce,Polzela,Osnovna šola Polzela,Šolska ulica 3,3313,Polzela,https://www.openstreetmap.org/way/326906512,,03 703 31 12,03 572 01 35,tajnistvo-os.polzela1@siol.net,http://www.os-polzela.net/,46.27986,15.07748
OS,878,551,5088500001,ce,Polzela,"Osnovna šola Polzela, Podružnična osnovna šola Andraž",Andraž nad Polzelo 158,3313,Polzela,,,03 572 02 73,,andraz1@siol.net,,46.32509,15.08927
OS,402,402,5496829000,po,Postojna,Osnovna šola Antona Globočnika Postojna,Cesta na Kremenco 2,6230,Postojna,https://www.openstreetmap.org/way/351232060,,05 700 03 00,05 7000 314,os.antona-globocnika-po@guest.arnes.si,http://www2.arnes.si/~ospoag1/,45.77286,14.21346
OS,758,402,5496829001,po,Postojna,"Osnovna šola Antona Globočnika, Podružnična šola Bukovje",Bukovje 4,6230,Postojna,,,05 751 51 26,,sabina.ilersic@guest.arnes.si,,45.82085,14.13976
OS,759,402,5496829002,po,Postojna,"Osnovna šola Antona Globočnika, Podružnična šola Planina",Planina 152,6232,Planina,,,05 7 565 060,,sabina.ilersic@guest.arnes.si,,45.82604,14.24661
OS,760,402,5496829003,po,Postojna,"Osnovna šola Antona Globočnika, Podružnična šola Studeno",Studeno 68,6230,Postojna,,,05 751 52 70,,sabina.ilersic@guest.arnes.si,,45.82432,14.17986
OS,401,401,5496837000,po,Postojna,Osnovna šola Miroslava Vilharja Postojna,Trg padlih borcev 1 A,6230,Postojna,https://www.openstreetmap.org/way/528214529,,05 700 09 10,05 700 09 15,tajnistvo.vilhar@guest.arnes.si,http://www.miroslav-vilhar.si,45.77495,14.21098
OS,757,401,5496837001,po,Postojna,Osnovna šola Miroslava Vilharja Postojna Podružnica Hruševje,Hruševje 90,6225,Hruševje,,94031,05 756 11 69,,sola.hrusevje@guest.arnes.si,http://www.miroslav-vilhar.si,45.76213,14.11040
OS,406,406,5086949000,po,Postojna,Osnovna šola Prestranek,Ulica 25. maja 14 A,6258,Prestranek,https://www.openstreetmap.org/way/203692952,,05 754 25 12,05 754 25 12,os.prestranek@guest.arnes.si,http://www2.arnes.si/~ospopr2s/,45.73146,14.18293
OS,550,550,5088518000,ce,Prebold,Osnovna šola Prebold,Graščinska cesta 7,3312,Prebold,https://www.openstreetmap.org/way/513508658,,03 703 64 20,03 703 64 30,os.prebold@guest.arnes.si,http://www.prebold.com/sola/,46.23625,15.09252
OS,231,231,5083214000,kr,Preddvor,Osnovna šola Matije Valjavca Preddvor,Šolska ulica 9,4205,Preddvor,https://www.openstreetmap.org/way/263856099,95010,04 2750 710,04 2750 719,group2.oskrmv@guest.arnes.si,http://www.os-preddvor.si,46.30451,14.42003
OS,980,231,5083214002,kr,Preddvor,"Osnovna šola Matije Valjavca Preddvor, Podružnica Kokra",Kokra 23,4205,Preddvor,,,04 2750 710,04 2750 719,group2.oskrmv@guest.arnes.si,http://www.os-preddvor.si,46.30705,14.50032
OS,442,442,5087384000,sg,Prevalje,Osnovna šola Franja Goloba Prevalje,Polje 4,2391,Prevalje,https://www.openstreetmap.org/way/375846517,,02 823 45 00,02 823 45 01,o-fgprevalje.mb@guest.arnes.si,http://os-prevalje.mojasola.si/default.aspx,46.54759,14.92249
OS,791,442,5087384002,sg,Prevalje,"Osnovna šola Franja Goloba Prevalje, Podružnična šola Holmec",Dolga Brda 37 A,2391,Prevalje,,,02 823 10 33,,ivan.kusnik@guest.arnes.si,,46.56132,14.84987
OS,780,442,5087384001,sg,Prevalje,"Osnovna šola Franja Goloba Prevalje, Podružnična šola Leše",Leše 30,2391,Prevalje,,,02 823 16 42,,ivan.kusnik@guest.arnes.si,,46.53072,14.90153
OS,792,442,5087384003,sg,Prevalje,"Osnovna šola Franja Goloba Prevalje, Podružnična šola Šentanel",Šentanel 13,2391,Prevalje,,,02 823 14 05,,ivan.kusnik@guest.arnes.si,,46.57289,14.87535
OS,409,409,5087155000,mb,Ptuj,Osnovna šola Breg,Rogaška cesta 6,2250,Ptuj,,,02 788 12 80,02 788 12 90,tajnistvo@o-breg.mb.mss.edus.si,http://www.os-breg.si,46.41415,15.86193
OS,410,410,5087147000,mb,Ptuj,Osnovna šola Ljudski vrt Ptuj,Župančičeva ulica 10,2250,Ptuj,https://www.openstreetmap.org/way/200056517,,"02 780 04 70, 02 745 22 91",02 780 04 71,o-ljvrtptuj.mb@guest.arnes.si,http://www2.arnes.si/~osmblv1s,46.42873,15.87777
OS,761,410,5087147001,mb,Ptuj,Osnovna šola Ljudski vrt Ptuj Podružnica Grajena,Grajena 60,2250,Ptuj,,,02 754 40 30,02 754 40 31,tatjana.vaupotic@guest.arnes.si,http://www2.arnes.si/~osmblvg/,46.45873,15.84068
OS,407,407,5087163000,mb,Ptuj,Osnovna šola Mladika Ptuj,Žnidaričevo nabrežje 1,2250,Ptuj,https://www.openstreetmap.org/way/169590772,,02 787 61 30,02 787 61 31,info@mladika.si,http://www.mladika.si,46.41658,15.87298
OS,408,408,5174309000,mb,Ptuj,Osnovna šola Olge Meglič,Prešernova ulica 31,2250,Ptuj,https://www.openstreetmap.org/way/169590772,,02 749 20 10,02 779 29 11,group1.osmbom@guest.arnes.si,http://www.olgica.si/,46.41989,15.86682
OS,345,345,5085691000,ms,Puconci,Osnovna šola Puconci,Puconci 178,9201,Puconci,https://www.openstreetmap.org/node/3148763929,,02 545 96 00,02 545 96 13,ospuconci@ospuconci.si,,46.70186,16.15721
OS,1379,345,5085691002,ms,Puconci,"Osnovna šola Puconci, Podružnična šola Bodonci",Bodonci 5,9265,Bodonci,,97012,02 551 87 46,02 551 87 47,ernest.nemec@guest.arnes.si,,46.74034,16.08915
OS,723,345,5085691003,ms,Puconci,"Osnovna šola Puconci, Podružnična šola Mačkovci",Mačkovci 51 E,9202,Mačkovci,,97011,02 551 87 40,02 551 87 42,ospuconci@ospuconci.si,,46.78266,16.16142
OS,578,578,5085241000,mb,Rače-Fram,Osnovna šola Fram,Turnerjeva ulica 120,2313,Fram,https://www.openstreetmap.org/way/365397007,,02 630 01 60,02 630 01 67,group1.osmbf@guest.arnes.si,http://www.osfram.si,46.45619,15.62718
OS,579,579,5085292000,mb,Rače-Fram,Osnovna šola Rače,Grajski trg 1,2327,Rače,,,"02 609 71 10, 02 608 12 21",02 608 12 21,os.race@guest.arnes.si,http://www.osrace.si,46.45400,15.67823
OS,1342,1342,5924502000,kk,Radeče,Javni zavod Osnovna šola Marjana Nemca Radeče,Šolska pot 5,1433,Radeče,,99010,03 568 01 00,03 568 01 10,os.radece@guest.arnes.si,http://www2.arnes.si/~ostrmn1s/,46.06495,15.18205
OS,1343,1342,5924502001,kk,Radeče,"Javni zavod Osnovna šola Marjana Nemca Radeče, Podružnična šola Svibno",Svibno 18,1433,Radeče,,,03 568 01 30,03 568 01 10,simona.zupancic@guest.arnes.si,,46.06446,15.09794
OS,175,175,5082919000,ms,Radenci,Osnovna šola Kajetana Koviča Radenci,Radgonska cesta 10,9252,Radenci,,100020,02 566 96 50,02 566 95 53,pp@os-radenci.si,http://www.os-radenci.si/,46.64284,16.03839
OS,174,174,5084776000,ms,Radenci,Osnovna šola Kapela,Kapelski Vrh 95,9252,Radenci,,,"02 566 90 60, 02 566 90 61",02 566 90 65,o-kapela.ms@guest.arnes.si,http://www.os-kapela.si,46.61891,16.03605
OS,425,425,5089271000,sg,Radlje ob Dravi,Osnovna šola Radlje ob Dravi,Koroška cesta 17,2360,Radlje ob Dravi,,,"02 887 95 72, 02 887 95 74",02 887 95 87,info@osradlje.si,http://www.osradlje.si/,46.61388,15.22068
OS,3711,425,5089271005,sg,Radlje ob Dravi,Osnovna šola Radlje ob Dravi Podružnica Remšnik,Remšnik 5,2363,Podvelka,,101011,02 887 27 17,,,,46.62540,15.29995
OS,774,425,5089271001,sg,Radlje ob Dravi,Osnovna šola Radlje ob Dravi Podružnica Vuhred,Vuhred 148,2365,Vuhred,,101014,02 887 15 01,,,,46.59361,15.23250
OS,431,431,5087341000,kr,Radovljica,Osnovna šola Antona Tomaža Linharta Radovljica,Kranjska cesta 27,4240,Radovljica,,102010,04 533 75 00,04 533 75 55,o-atlr.kr@guest.arnes.si,http://osatl.si,46.34662,14.17529
OS,889,431,5087341002,kr,Radovljica,Osnovna šola Antona Tomaža Linharta Radovljica Podružnica Ljubno,Ljubno 82,4244,Podnart,,,04 533 10 17,04 533 10 17,o-atlr.kr@guest.arnes.si,,46.31520,14.24548
OS,888,431,5087341003,kr,Radovljica,Osnovna šola Antona Tomaža Linharta Radovljica Podružnica Mošnje,Mošnje 4,4240,Radovljica,,,04 532 55 80,04 532 55 82,o-atlr.kr@guest.arnes.si,,46.33586,14.20936
OS,435,435,5087325000,kr,Radovljica,Osnovna šola F. S. Finžgarja Lesce,Begunjska cesta 7,4248,Lesce,,102020,04 533 76 00,04 533 76 10,info@oslesce.si,http://www.oslesce.si/,46.36184,14.16170
OS,9877,435,5087325001,kr,Radovljica,"Osnovna šola F. S. Finžgarja Lesce, Podružnica Begunje",Begunje na Gorenjskem 27 B,4275,Begunje na Gorenjskem,,13022,04 533 76 15,04 533 76 16,info@oslesce.si,,46.37270,14.20133
OS,433,433,5087333000,kr,Radovljica,Osnovna šola Staneta Žagarja Lipnica,Lipnica 12,4245,Kropa,,,04 533 71 00,04 533 71 10,tajnistvo@o-lipnica.kr.mss.edus.si,http://www.os-lipnica.si/,46.30630,14.20725
OS,886,433,5087333001,kr,Radovljica,Osnovna šola Staneta Žagarja Lipnica Podružnica Ovsiše,Ovsiše 56,4244,Podnart,,102030,04 533 00 10,,alenka.cuder@guest.arnes.si,,46.28856,14.25113
OS,439,439,5185815000,sg,Ravne na Koroškem,"Osnovna šola ""Koroški jeklarji"" Ravne na Koroškem",Javornik 35,2390,Ravne na Koroškem,,126012,02 821 54 53,02 822 02 08,o-kojeravne.mb@guest.arnes.si,http://koroskijeklarji.mojasola.si,46.54358,14.97068
OS,776,439,5185815001,sg,Ravne na Koroškem,"Osnovna šola Koroški jeklarji Ravne na Koroškem, Podružnična šola Kotlje",Kotlje 7,2394,Kotlje,,,02 822 20 01,02 822 02 08,,http://www.oskoroskijeklarji.si/,46.52053,14.98626
OS,438,438,5087392000,sg,Ravne na Koroškem,Osnovna šola Prežihovega Voranca Ravne na Koroškem,Gozdarska pot 11,2390,Ravne na Koroškem,,61280,02 620 52 70,02 620 52 87,o-pvravne.mb@guest.arnes.si,http://www.os-prezih.si,46.53954,14.96141
OS,327,327,5089344000,ms,Razkrižje,Osnovna šola Janeza Kuharja Razkrižje,Šafarsko 24 C,9246,Razkrižje,,176010,02 585 86 44,02 585 86 49,ravnatelj@o-razkriz.ms.mss.edus.si,http://www.o-razkrizje.ms.edus.si/,46.52063,16.28657
OS,6688,6688,5171008000,ce,Rečica ob Savinji,Osnovna šola Rečica ob Savinji,Rečica ob Savinji 152,3332,Rečica ob Savinji,,,"03 837 02 20, 03 837 02 32",os.recica@guest.arnes.si,http://www.osrecica.si/,46.32354,14.92077
OS,920,6688,5089069001,ng,Renče-Vogrsko,Osnovna šola Ivana Roba Šempeter pri Gorici Podružnica Vogrsko,Vogrsko 99,5293,Volčja Draga,,,05 395 55 06,,slavica.bragato@guest.arnes.si,,45.90603,13.69941
OS,369,369,5089034000,ng,Renče-Vogrsko,Osnovna šola Lucijana Bratkoviča Bratuša Renče,Trg 31,5292,Renče,,84060,05 398 58 00,05 398 58 19,oslbbr@os-rence.si,http://www.os-rence.si,45.88907,13.67156
OS,922,369,5089034001,ng,Renče-Vogrsko,"Osnovna šola Lucijana Bratkoviča Bratuša Renče, Podružnična osnovna šola Bukovica",Bukovica 44,5293,Volčja Draga,,,05 395 51 05,,,http://www.os-rence.si,45.89884,13.66973
OS,22615,369,5642574014,ng,Renče-Vogrsko,"Waldorfska šola Ljubljana, OE Waldorfski vrtec in šola Primorska",Bukovica 65,5293,Volčja Draga,,,,,,,45.89854,13.66614
OS,445,445,5087449000,nm,Ribnica,Osnovna šola dr. Franceta Prešerna,Šolska ulica 2,1310,Ribnica,,104010,01 835 04 00,01 835 04 20,osribnica@guest.arnes.si,http://www.osribnica.si,45.74155,14.72723
OS,794,445,5087449001,nm,Ribnica,"Osnovna šola dr. Franceta Prešerna, Podružnica Dolenja vas",Šolska ulica 9,1331,Dolenja vas,,104011,01 835 04 23,01 8350420,,http://www2.arnes.si/~osljfp1s,45.70329,14.75252
OS,795,445,5087449002,nm,Ribnica,"Osnovna šola dr. Franceta Prešerna, Podružnica Sušje",Sušje 2,1310,Ribnica,,104012,01 835 04 30,01 835 04 20,andreja.modic@guest.arnes.si,http://www2.arnes.si/~osljfp1s,45.76090,14.69109
OS,793,445,5087465001,nm,Ribnica,"Osnovna šola dr. Ivana Prijatelja Sodražica, Podružnična šola Sv. Gregor",Sv. Gregor 7,1316,Ortnek,,,01 836 63 24,,slavka.tanko@guest.arnes.si,,45.78428,14.64119
OS,428,428,5087252000,sg,Ribnica na Pohorju,Osnovna šola Ribnica na Pohorju,Ribnica na Pohorju 29,2364,Ribnica na Pohorju,,,02 888 03 90,02 888 03 92,o-ribnica.mb@guest.arnes.si,http://www.osribnicanapohorju.si/,46.53429,15.26687
OS,497,497,5087953000,ce,Rogaška Slatina,JVIZ I. Osnovna šola Rogaška Slatina,Kidričeva ulica 24,3250,Rogaška Slatina,,,"03 818 36 00, 03 818 36 02",03 818 36 06,os1-rog.slatina@guest.arnes.si,http://www.o-1osrs.ce.edus.si/,46.23093,15.63755
OS,498,498,5278945000,ce,Rogaška Slatina,VIZ II. OŠ Rogaška Slatina,Ulica Kozjanskega odreda 4,3250,Rogaška Slatina,,106010,"03 581 49 06, 03 819 21 30",03 581 41 78,iios.rogaska@guest.arnes.si,http://www.iios-rogaska.com,46.24174,15.62422
OS,1240,498,5278945002,ce,Rogaška Slatina,"VIZ II. OŠ Rogaška Slatina, Podružnična šola Sveti Florijan",Sv. Florijan 60,3250,Rogaška Slatina,,,03 581 49 12,,,,46.26088,15.67601
OS,782,498,5278945001,ce,Rogaška Slatina,"VIZ II.OŠ Rogaška Slatina, Podružnična šola Kostrivnica",Zgornja Kostrivnica 31,3241,Podplat,,,03 582 42 01,,,,46.26281,15.59248
OS,354,354,5085705000,ms,Rogašovci,Osnovna šola Sveti Jurij,Sveti Jurij 13,9262,Rogašovci,,,"02 557 10 03, 02 558 84 88",02 558 84 80,tajnistvo@ossvj.si,http://www.o-rogasovci.ms.edus.si/,46.80153,16.03774
OS,724,354,5085705001,ms,Rogašovci,"Osnovna šola Sveti Jurij, Podružnica Pertoča",Pertoča 54 A,9262,Rogašovci,,116011,02 557 14 70,,aleksander.mencigar@guest.arnes.si,http://www.o-rogasovci.ms.edus.si/,46.77599,16.02575
OS,500,500,5087970000,ce,Rogatec,VIZ Osnovna šola Rogatec,Ptujska cesta 30,3252,Rogatec,,107010,03 818 34 00,03 818 34 10,os.rogatec@guest.arnes.si,http://www.osrogatec.si,46.23540,15.70492
OS,783,500,5087970001,ce,Rogatec,VIZ Osnovna šola Rogatec Podružnična šola Dobovec,Dobovec pri Rogatcu 35 C,3252,Rogatec,,,03 818 34 62,,viljem.prevolsek@guest.arnes.si,,46.21042,15.75984
OS,784,500,5087970002,ce,Rogatec,VIZ Osnovna šola Rogatec Podružnična šola Donačka gora,Donačka Gora 1,3252,Rogatec,,,03 818 34 52,,viljem.prevolsek@guest.arnes.si,,46.24186,15.71464
OS,588,588,5088852000,mb,Ruše,Osnovna šola Janka Glazerja Ruše,Lesjakova ulica 4,2342,Ruše,,,02 669 04 80,02 669 04 96,os-j.glazerja-ruse@guest.arnes.si,http://www.glazer.si,46.53892,15.50887
OS,590,590,5085136000,mb,Selnica ob Dravi,Osnovna šola Selnica ob Dravi,Mariborska cesta 30,2352,Selnica ob Dravi,,,"02 674 08 30, 02 674 08 32",02 674 08 40,os.selnica@guest.arnes.si,http://www.os-selnica.si,46.55080,15.48922
OS,901,590,5085136002,mb,Selnica ob Dravi,"Osnovna šola Selnica ob Dravi, Podružnična šola Gradišče na Kozjaku",Gradišče na Kozjaku 39,2361,Ožbalt,,,02 876 06 17,,jozica.ozmec@guest.arnes.si,,46.63799,15.42736
OS,900,590,5085136001,mb,Selnica ob Dravi,"Osnovna šola Selnica ob Dravi, Podružnična šola Sveti Duh na Ostrem vrhu",Sv. Duh na Ostrem vrhu 53,2353,Sv. Duh na Ostrem Vrhu,,,02 671001,,jozica.ozmec@guest.arnes.si,,46.61456,15.46004
OS,149,149,5085349000,nm,Semič,Osnovna šola Belokranjskega odreda Semič,Šolska ulica 1,8333,Semič,,,07 356 54 00,07 356 54 21,projekt1.osnmbo@guest.arnes.si,http://www.osbos.si/,45.65227,15.18387
OS,669,149,5085349004,nm,Semič,"Osnovna šola Belokranjskega odreda Semič, Podružnična šola Štrekljevec",Štrekljevec 2,8333,Semič,,,07 356 54 23,,,,45.67081,15.21435
OS,450,450,5087473000,kk,Sevnica,Osnovna šola Blanca,Blanca 13,8283,Blanca,,,07 816 28 30,07 816 28 31,os.blanca@guest.arnes.si,http://www.osblanca.si/,45.99173,15.39201
OS,449,449,5087481000,kk,Sevnica,Osnovna šola Boštanj,Boštanj 54 A,8294,Boštanj,,,"07 816 31 50, 07 816 31 52",07 816 31 60,projekt.oskrbo@guest.arnes.si,http://www.os-bostanj.si,46.00991,15.28312
OS,454,454,5087520000,kk,Sevnica,Osnovna šola Krmelj,Krmelj 104,8296,Krmelj,,,"07 818 57 50, 07 818 57 51",07 818 57 58,os.krmelj@guest.arnes.si,http://www2.arnes.si/~oskkkr3s/,45.99058,15.18515
OS,455,455,5089328000,kk,Sevnica,Osnovna šola Milan Majcen Šentjanž,Šentjanž 58 A,8297,Šentjanž,,110050,07 818 40 20,07 818 40 20,os.mm-sentjanz@guest.arnes.si,http://www2.arnes.si/~oskkmm1s/home.html,46.01302,15.17072
