day,date,phase,tests.performed.todate,tests.performed,tests.positive.todate,tests.positive,tests.regular.performed.todate,tests.regular.performed,tests.regular.positive.todate,tests.regular.positive,tests.hagt.performed,tests.hagt.performed.todate,tests.hagt.positive,tests.hagt.positive.todate,tests.ns-apr20.performed.todate,tests.ns-apr20.performed,tests.ns-apr20.positive.todate,tests.ns-apr20.positive,cases.confirmed.todate,cases.confirmed,cases.active,cases.recovered.todate,cases.closed.todate,cases.hs.employee.confirmed.todate,cases.rh.employee.confirmed.todate,cases.rh.occupant.confirmed.todate,cases.unclassified.confirmed.todate,cases.vaccinated.confirmed.todate,state.in_hospital,state.icu,state.critical,state.in_hospital.todate,state.out_of_hospital.todate,state.deceased.todate,region.lj.todate,region.ce.todate,region.mb.todate,region.ms.todate,region.kr.todate,region.nm.todate,region.za.todate,region.sg.todate,region.po.todate,region.ng.todate,region.kp.todate,region.kk.todate,region.foreign.todate,region.unknown.todate,region.todate,age.0-4.todate,age.5-14.todate,age.15-24.todate,age.25-34.todate,age.35-44.todate,age.45-54.todate,age.55-64.todate,age.65-74.todate,age.75-84.todate,age.85+.todate,age.todate,age.female.0-4.todate,age.female.5-14.todate,age.female.15-24.todate,age.female.25-34.todate,age.female.35-44.todate,age.female.45-54.todate,age.female.55-64.todate,age.female.65-74.todate,age.female.75-84.todate,age.female.85+.todate,age.female.todate,age.male.0-4.todate,age.male.5-14.todate,age.male.15-24.todate,age.male.25-34.todate,age.male.35-44.todate,age.male.45-54.todate,age.male.55-64.todate,age.male.65-74.todate,age.male.75-84.todate,age.male.85+.todate,age.male.todate,age.unknown.0-4.todate,age.unknown.5-14.todate,age.unknown.15-24.todate,age.unknown.25-34.todate,age.unknown.35-44.todate,age.unknown.45-54.todate,age.unknown.55-64.todate,age.unknown.65-74.todate,age.unknown.75-84.todate,age.unknown.85+.todate,age.unknown.todate,deceased.0-4.todate,deceased.5-14.todate,deceased.15-24.todate,deceased.25-34.todate,deceased.35-44.todate,deceased.45-54.todate,deceased.55-64.todate,deceased.65-74.todate,deceased.75-84.todate,deceased.85+.todate,deceased.todate,deceased.female.0-4.todate,deceased.female.5-14.todate,deceased.female.15-24.todate,deceased.female.25-34.todate,deceased.female.35-44.todate,deceased.female.45-54.todate,deceased.female.55-64.todate,deceased.female.65-74.todate,deceased.female.75-84.todate,deceased.female.85+.todate,deceased.female.todate,deceased.male.0-4.todate,deceased.male.5-14.todate,deceased.male.15-24.todate,deceased.male.25-34.todate,deceased.male.35-44.todate,deceased.male.45-54.todate,deceased.male.55-64.todate,deceased.male.65-74.todate,deceased.male.75-84.todate,deceased.male.85+.todate,deceased.male.todate,deceased.rhoccupant.todate,deceased.other.todate,vaccination.administered,vaccination.administered.todate,vaccination.administered2nd,vaccination.administered2nd.todate,vaccination.administered3rd,vaccination.administered3rd.todate,vaccination.used.todate,vaccination.delivered.todate
622,2021-11-15,F19,1845397,7651,367158,3768,1844029,7651,367170,3768,82748,7414533,,,,,,,383759,3768,45494,333307,338265,,,13034,370725,39125,1008,228,167,22585,17611,4953,96450,49229,58464,21399,38482,29207,10374,12762,9702,20654,20114,14366,981,1575,383759,4474,29069,44566,58257,74994,68480,48005,27864,17092,10956,383757,2114,14358,22660,29925,40216,36256,24709,13872,9751,8133,201994,2355,14701,21815,28277,34744,32203,23278,13970,7333,2822,181498,5,10,91,55,34,21,18,22,8,1,265,,,2,4,29,80,270,838,1760,2407,5390,,,1,1,12,25,70,270,804,1532,2715,,,1,3,17,55,200,568,956,875,2675,2188,3202,2020,1210588,893,1132090,8577,177791,2376347,3125150
623,2021-11-16,F19,1855447,10050,371440,4282,1854079,10050,371452,4282,54947,7469480,,,,,,,388041,4282,46315,336749,341726,,,13053,374988,40557,1074,236,172,22721,17676,4958,97466,49736,59146,21584,38948,29537,10538,12876,9863,20873,20323,14576,982,1593,388041,4595,29902,44999,58806,75750,69128,48491,28167,17201,11000,388039,2186,14772,22864,30196,40615,36552,24958,14033,9808,8158,204142,2404,15120,22043,28554,35100,32555,23515,14111,7385,2840,183627,5,10,92,56,35,21,18,23,8,2,270,,,2,4,29,80,271,841,1768,2410,5405,,,1,1,12,25,70,271,807,1533,2720,,,1,3,17,55,201,570,961,877,2685,2191,3214,2494,1213082,1100,1133190,13450,191241,2393328,3125150
624,2021-11-17,F19,1864670,9223,375107,3667,1863302,9223,375119,3667,71591,7541071,,,,,,,391708,3667,45465,341242,346243,,,13074,378634,41721,1095,246,181,22847,17764,4977,98403,50159,59787,21718,39367,29890,10613,13003,9959,21057,20460,14702,982,1608,391708,4674,30702,45366,59272,76451,69654,48848,28393,17309,11037,391706,2224,15163,23030,30435,40969,36806,25125,14147,9874,8188,205961,2445,15529,22244,28778,35446,32827,23704,14223,7427,2847,185470,5,10,92,59,36,21,19,23,8,2,275,,,2,4,29,80,275,846,1779,2416,5431,,,1,1,12,25,73,273,813,1535,2733,,,1,3,17,55,202,573,966,881,2698,2192,3239,2309,1215391,1361,1134551,13076,204317,2410001,3129950
625,2021-11-18,F19,1872946,8276,378625,3518,1871578,8276,378637,3518,60269,7601340,,,,,,,395226,3518,45204,345000,350022,,,13084,382142,42904,1104,253,189,22951,17836,5001,99365,50544,60370,21860,39668,30193,10731,13069,10054,21207,20593,14966,983,1623,395226,4749,31372,45725,59713,77172,70171,49186,28645,17422,11069,395224,2263,15477,23194,30661,41363,37066,25283,14274,9935,8209,207725,2481,15885,22438,28993,35772,33084,23884,14348,7479,2858,187222,5,10,93,59,37,21,19,23,8,2,277,,,2,4,29,81,276,848,1786,2427,5453,,,1,1,12,25,73,273,817,1541,2743,,,1,3,17,56,203,575,969,886,2710,2194,3259,2662,1218053,1954,1136505,15494,219811,2430015,3129950
626,2021-11-19,F19,1881079,8133,381864,3239,1879711,8133,381876,3239,86065,7687405,,,,,,,398465,3239,44779,348642,353686,,,13098,385367,43917,1127,253,187,23057,17898,5022,100181,50897,61017,22006,40006,30440,10811,13126,10144,21405,20730,15085,983,1634,398465,4844,31993,46049,60160,77804,70615,49521,28849,17532,11096,398463,2306,15774,23350,30890,41693,37286,25472,14384,9993,8230,209378,2533,16209,22606,29211,36074,33308,24030,14442,7531,2864,188808,5,10,93,59,37,21,19,23,8,2,277,,,2,4,29,81,278,851,1792,2432,5469,,,1,1,12,25,73,276,819,1543,2750,,,1,3,17,56,205,575,973,889,2719,2195,3274,2231,1220284,1566,1138071,11980,231791,2445685,3279710
627,2021-11-20,F19,1885821,4742,384111,2247,1884453,4742,384123,2247,46416,7733821,,,,,,,400712,2247,44701,350948,356011,,,13108,387604,44625,1106,264,185,23164,18004,5044,100830,51053,61552,22161,40142,30656,10866,13196,10147,21488,20752,15239,984,1646,400712,4899,32438,46268,60452,78218,70989,49740,28986,17598,11122,400710,2335,15970,23466,31043,41923,37492,25593,14456,10030,8247,210555,2558,16458,22708,29348,36258,33475,24128,14507,7560,2873,189873,6,10,94,61,37,22,19,23,8,2,282,,,2,4,29,81,280,853,1802,2441,5492,,,1,1,12,25,74,278,822,1548,2761,,,1,3,17,56,206,575,980,893,2731,2198,3294,954,1221238,393,1138464,4014,235805,2451012,3279710
628,2021-11-21,F19,1888556,2735,385501,1390,1887188,2735,385513,1390,20382,7754203,,,,,,,402102,1390,44803,352219,357299,,,13115,388987,45067,1126,265,189,23246,18049,5063,101165,51095,62053,22203,40254,30761,10906,13227,10195,21501,20776,15331,984,1651,402102,4928,32722,46401,60635,78542,71175,49862,29065,17637,11133,402100,2347,16106,23528,31144,42101,37582,25663,14497,10050,8254,211272,2575,16606,22779,29429,36404,33571,24180,14545,7579,2877,190545,6,10,94,62,37,22,19,23,8,2,283,,,2,4,29,83,280,854,1806,2444,5502,,,1,1,12,25,74,278,823,1550,2764,,,1,3,17,58,206,576,983,894,2738,2198,3304,219,1221457,89,1138553,923,236728,2452234,3279710
629,2021-11-22,F19,1895902,7346,388898,3397,1894534,7346,388910,3397,90348,7844551,,,,,,,405499,3397,44853,355543,360646,,,13153,392346,46155,1162,276,199,23330,18081,5080,102067,51601,62488,22371,40599,31050,10995,13317,10337,21600,20955,15466,984,1669,405499,5008,33447,46735,61062,79180,71680,50214,29262,17728,11181,405497,2392,16446,23705,31364,42452,37838,25852,14601,10101,8293,213044,2610,16991,22935,29635,36690,33820,24342,14637,7618,2886,192164,6,10,95,63,38,22,20,24,9,2,289,,,2,4,29,83,281,856,1812,2447,5514,,,1,1,12,25,74,278,827,1552,2770,,,1,3,17,58,207,578,985,895,2744,2199,3315,1209,1222666,472,1139025,5824,242552,2459680,3315980
630,2021-11-23,F19,1904524,8622,392041,3143,1903156,8622,392053,3143,57823,7902374,,,,,,,408642,3143,43513,360015,365129,,,13175,395467,47183,1153,283,206,23449,18186,5103,102783,51943,62907,22548,40933,31387,11089,13409,10407,21783,21112,15674,985,1682,408642,5090,34004,47024,61467,79787,72174,50573,29469,17824,11228,408640,2431,16722,23845,31570,42783,38073,26033,14709,10163,8328,214657,2653,17272,23084,29834,36966,34079,24518,14736,7652,2898,193692,6,10,95,63,38,22,22,24,9,2,291,,,2,4,29,83,282,858,1814,2450,5522,,,1,1,12,25,75,278,829,1553,2774,,,1,3,17,58,207,580,985,897,2748,2201,3321,1565,1224231,1311,1140336,7279,249831,2469749,3315980
631,2021-11-24,F19,1911728,7204,394711,2670,1910360,7204,394723,2670,76939,7979313,,,,,,,411312,2670,42610,363577,368702,,,13192,398120,48010,1168,280,203,23560,18271,5114,103422,52196,63435,22676,41236,31608,11140,13489,10476,21864,21207,15883,985,1695,411312,5152,34549,47283,61813,80305,72555,50844,29637,17908,11264,411310,2467,16989,23970,31750,43035,38273,26181,14795,10208,8356,216024,2679,17550,23217,30000,37230,34260,24641,14818,7691,2906,194992,6,10,96,63,40,22,22,24,9,2,294,,,2,4,29,83,282,858,1814,2452,5524,,,1,1,12,25,75,278,829,1553,2774,,,1,3,17,58,207,580,985,899,2750,2202,3322,1461,1225692,1405,1141741,10694,260525,2483224,3315980
632,2021-11-25,F19,1918252,6524,397076,2365,1916884,6524,397088,2365,63631,8042944,,,,,,,413677,2365,41540,366995,372137,,,13198,400479,48752,1145,288,211,23658,18385,5125,103960,52406,63906,22824,41483,31850,11219,13515,10560,21961,21301,15996,985,1711,413677,5219,34967,47519,62172,80779,72890,51071,29795,17971,11292,413675,2500,17214,24094,31939,43293,38455,26308,14881,10251,8375,217310,2712,17743,23329,30169,37444,34413,24741,14889,7711,2915,196066,7,10,96,64,42,22,22,25,9,2,299,,,2,4,29,83,282,858,1815,2452,5525,,,1,1,12,25,75,278,830,1553,2775,,,1,3,17,58,207,580,985,899,2750,2202,3323,1540,1227232,2116,1143857,11910,272435,2498711,3315980
633,2021-11-26,F19,1924396,6144,399299,2223,1923028,6144,399311,2223,86101,8129045,,,,,,,415900,2223,40096,370639,375804,,,13210,402690,,1137,289,196,23759,18477,5142,104459,52690,64267,22930,41723,32042,11277,13598,10596,22061,21415,16140,985,1717,415900,5296,35394,47732,62480,81194,73218,51300,29930,18033,11321,415898,2535,17437,24191,32096,43520,38627,26420,14943,10288,8393,218450,2754,17947,23445,30320,37632,34567,24857,14962,7735,2926,197145,7,10,96,64,42,24,23,25,10,2,303,,,2,4,29,83,283,861,1818,2453,5533,,,1,1,12,25,75,281,831,1554,2780,,,1,3,17,58,208,580,987,899,2753,2202,3331,1398,1228630,2004,1145861,9575,282010,2511615,3378380
